title	revenue	budget	genres	release_date	runtime	vote_average	vote_count
Big	151668774	18000000	[{"id": 14, "name": "Fantasy"}, {"id": 18, "name": "Drama"}, {"id": 35, "name": "Comedy"}, {"id": 10749, "name": "Romance"}, {"id": 10751, "name": "Family"}]	1988-06-03	104	6.9	993
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan	261572744	18000000	[{"id": 35, "name": "Comedy"}]	2006-11-01	82	6.5	1579
Legally Blonde	141774679	18000000	[{"id": 35, "name": "Comedy"}]	2001-07-13	96	6.1	882
Star Trek III: The Search for Spock	87000000	18000000	[{"id": 878, "name": "Science Fiction"}, {"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 53, "name": "Thriller"}]	1984-05-31	105	6.4	434
The Exorcism of Emily Rose	144216468	19000000	[{"id": 80, "name": "Crime"}, {"id": 18, "name": "Drama"}, {"id": 27, "name": "Horror"}, {"id": 53, "name": "Thriller"}]	2005-09-09	122	6.3	659
Deuce Bigalow: Male Gigolo	65535067	17000000	[{"id": 35, "name": "Comedy"}]	1999-12-10	88	5.5	308
Left Behind	19682924	16000000	[{"id": 53, "name": "Thriller"}, {"id": 28, "name": "Action"}, {"id": 878, "name": "Science Fiction"}]	2014-10-03	110	3.7	392
The Family Stone	0	0	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}, {"id": 10749, "name": "Romance"}]	2005-12-14	103	6.2	249
Barbershop 2:  Back in Business	65070412	18000000	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}]	2004-01-20	106	5.6	74
Bad Santa	76488889	23000000	[{"id": 18, "name": "Drama"}, {"id": 35, "name": "Comedy"}, {"id": 80, "name": "Crime"}]	2003-11-26	91	6.5	656
Austin Powers: International Man of Mystery	67683989	16500000	[{"id": 878, "name": "Science Fiction"}, {"id": 35, "name": "Comedy"}, {"id": 80, "name": "Crime"}]	1997-05-02	94	6.5	1013
My Big Fat Greek Wedding 2	88923251	18000000	[{"id": 10749, "name": "Romance"}, {"id": 35, "name": "Comedy"}, {"id": 10751, "name": "Family"}]	2016-03-23	94	5.5	322
Diary of a Wimpy Kid: Rodrick Rules	72417394	21000000	[{"id": 10751, "name": "Family"}, {"id": 35, "name": "Comedy"}]	2011-03-25	99	6.3	238
Predator	98235548	18000000	[{"id": 878, "name": "Science Fiction"}, {"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 53, "name": "Thriller"}]	1987-06-11	107	7.3	2093
Amadeus	51973029	18000000	[{"id": 18, "name": "Drama"}, {"id": 36, "name": "History"}, {"id": 10402, "name": "Music"}]	1984-10-26	160	7.8	1076
Prom Night	14796236	0	[{"id": 80, "name": "Crime"}, {"id": 27, "name": "Horror"}]	2008-04-10	88	4.8	167
Mean Girls	129042871	17000000	[{"id": 35, "name": "Comedy"}]	2004-04-30	97	6.9	2320
Under the Tuscan Sun	0	0	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}, {"id": 10749, "name": "Romance"}]	2003-04-30	113	6.4	172
Gosford Park	87754044	19800000	[{"id": 18, "name": "Drama"}, {"id": 9648, "name": "Mystery"}, {"id": 53, "name": "Thriller"}]	2001-11-07	137	6.8	246
Peggy Sue Got Married	41382841	18000000	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}, {"id": 14, "name": "Fantasy"}, {"id": 10749, "name": "Romance"}]	1986-10-05	103	5.9	136
Birdman	103215094	18000000	[{"id": 18, "name": "Drama"}, {"id": 35, "name": "Comedy"}]	2014-08-27	119	7.4	4535
Blue Jasmine	99206215	18000000	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}]	2013-07-25	98	7	1098
United 93	76286096	15000000	[{"id": 18, "name": "Drama"}, {"id": 36, "name": "History"}, {"id": 80, "name": "Crime"}, {"id": 53, "name": "Thriller"}, {"id": 28, "name": "Action"}]	2006-04-28	111	6.9	367
Honey	62646763	18000000	[{"id": 10749, "name": "Romance"}, {"id": 10402, "name": "Music"}, {"id": 10751, "name": "Family"}]	2003-11-24	94	6	303
Spy Hard	0	18000000	[{"id": 28, "name": "Action"}, {"id": 35, "name": "Comedy"}]	1996-05-24	81	4.9	147
The Fog	21378361	1000000	[{"id": 27, "name": "Horror"}]	1980-02-08	89	6.4	311
Soul Surfer	47088990	18000000	[{"id": 28, "name": "Action"}, {"id": 18, "name": "Drama"}]	2011-04-08	106	6.9	342
Catch-22	24911670	18000000	[{"id": 10752, "name": "War"}, {"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}]	1970-06-24	121	6.7	72
Observe and Report	24007324	0	[{"id": 35, "name": "Comedy"}, {"id": 80, "name": "Crime"}, {"id": 18, "name": "Drama"}]	2009-04-10	86	5.6	225
Conan the Destroyer	100000000	18000000	[{"id": 12, "name": "Adventure"}, {"id": 14, "name": "Fantasy"}, {"id": 28, "name": "Action"}]	1984-06-29	103	5.8	383
Raging Bull	23000000	18000000	[{"id": 18, "name": "Drama"}]	1980-11-14	129	7.7	938
Love Happens	36133014	18000000	[{"id": 18, "name": "Drama"}, {"id": 10749, "name": "Romance"}]	2009-09-18	109	5.6	180
Young Sherlock Holmes	0	18000000	[{"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 80, "name": "Crime"}, {"id": 18, "name": "Drama"}, {"id": 10751, "name": "Family"}, {"id": 9648, "name": "Mystery"}, {"id": 53, "name": "Thriller"}]	1985-12-04	109	6.7	167
Fame	0	0	[{"id": 10402, "name": "Music"}, {"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}, {"id": 10749, "name": "Romance"}]	2009-01-01	107	5.5	135
127 Hours	35692920	18000000	[{"id": 12, "name": "Adventure"}, {"id": 18, "name": "Drama"}, {"id": 53, "name": "Thriller"}]	2010-11-05	94	7	2606
Small Time Crooks	0	0	[{"id": 28, "name": "Action"}, {"id": 35, "name": "Comedy"}, {"id": 80, "name": "Crime"}]	2000-05-19	94	6.4	155
Center Stage	17200925	18000000	[{"id": 18, "name": "Drama"}, {"id": 10402, "name": "Music"}]	2000-05-12	115	6.8	90
Love the Coopers	24000000	17000000	[{"id": 35, "name": "Comedy"}, {"id": 10751, "name": "Family"}]	2015-11-12	107	5.4	167
Catch That Kid	16702864	18000000	[{"id": 10751, "name": "Family"}, {"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}]	2004-02-06	92	4.9	76
Life as a House	0	18000000	[{"id": 18, "name": "Drama"}]	2001-10-25	125	7.2	120
Steve Jobs	34441873	30000000	[{"id": 18, "name": "Drama"}, {"id": 36, "name": "History"}]	2015-10-09	122	6.8	1573
I Love You, Beth Cooper	0	18000000	[{"id": 35, "name": "Comedy"}, {"id": 10749, "name": "Romance"}]	2009-07-10	102	5.1	197
Youth in Revolt	0	18000000	[{"id": 18, "name": "Drama"}, {"id": 35, "name": "Comedy"}, {"id": 10749, "name": "Romance"}]	2009-09-11	87	5.9	319
The Legend of the Lone Ranger	2945600	18000000	[{"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 10749, "name": "Romance"}, {"id": 37, "name": "Western"}]	1981-08-20	98	3.7	14
The Tailor of Panama	28008462	21000000	[{"id": 18, "name": "Drama"}, {"id": 53, "name": "Thriller"}]	2001-02-11	109	6.2	92
Blow Out	12000000	18000000	[{"id": 18, "name": "Drama"}, {"id": 9648, "name": "Mystery"}, {"id": 53, "name": "Thriller"}]	1981-07-24	108	7.3	236
Getaway	10501938	18000000	[{"id": 28, "name": "Action"}, {"id": 80, "name": "Crime"}]	2013-08-29	90	4.9	246
The Ice Storm	8038061	18000000	[{"id": 18, "name": "Drama"}]	1997-09-27	112	6.9	176
And So It Goes	25312387	18000000	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}, {"id": 10749, "name": "Romance"}]	2014-07-20	94	5.7	164
Troop Beverly Hills	0	0	[{"id": 12, "name": "Adventure"}, {"id": 35, "name": "Comedy"}, {"id": 10751, "name": "Family"}]	1989-03-22	105	5.6	56
Being Julia	0	0	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}, {"id": 10749, "name": "Romance"}]	2004-09-03	104	6.4	23
Nine 1/2 Weeks	6735922	17000000	[{"id": 18, "name": "Drama"}, {"id": 10749, "name": "Romance"}]	1986-02-14	117	5.8	177
Dragonslayer	14110013	18000000	[{"id": 14, "name": "Fantasy"}]	1981-06-26	108	6.5	67
The Last Station	0	0	[{"id": 18, "name": "Drama"}, {"id": 10749, "name": "Romance"}]	2009-09-04	112	6.7	55
Ed Wood	5887457	18000000	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}, {"id": 36, "name": "History"}]	1994-09-27	127	7.3	630
Labor Day	20275812	18000000	[{"id": 18, "name": "Drama"}]	2013-12-27	111	6.7	299
Mongol: The Rise of Genghis Khan	26527510	18000000	[{"id": 36, "name": "History"}]	2007-09-20	120	6.5	158
RockNRolla	25739015	18000000	[{"id": 28, "name": "Action"}, {"id": 80, "name": "Crime"}, {"id": 53, "name": "Thriller"}]	2008-09-04	114	6.9	836
Megaforce	0	0	[{"id": 12, "name": "Adventure"}, {"id": 28, "name": "Action"}, {"id": 878, "name": "Science Fiction"}]	1982-06-25	99	3.5	15
Hamlet	0	0	[{"id": 18, "name": "Drama"}]	1996-12-25	242	7.3	117
Mao's Last Dancer	20719451	25000000	[{"id": 18, "name": "Drama"}, {"id": 10749, "name": "Romance"}]	2009-10-01	117	6.8	28
Midnight Special	6212282	18000000	[{"id": 12, "name": "Adventure"}, {"id": 18, "name": "Drama"}, {"id": 878, "name": "Science Fiction"}]	2016-02-18	112	6.2	694
Anything Else	0	0	[{"id": 35, "name": "Comedy"}, {"id": 10749, "name": "Romance"}]	2003-08-27	108	6.2	149
The Railway Man	22309223	18000000	[{"id": 18, "name": "Drama"}, {"id": 36, "name": "History"}]	2013-12-26	116	6.7	273
The White Ribbon	0	15238800	[{"id": 80, "name": "Crime"}, {"id": 18, "name": "Drama"}, {"id": 9648, "name": "Mystery"}]	2009-05-21	144	7.2	255
Restoration	0	0	[{"id": 27, "name": "Horror"}]	2016-05-03	90	5.3	11
The Wraith	3500000	2700000	[{"id": 10749, "name": "Romance"}, {"id": 878, "name": "Science Fiction"}, {"id": 27, "name": "Horror"}, {"id": 28, "name": "Action"}, {"id": 80, "name": "Crime"}]	1986-11-21	93	5.9	108
Salton Sea	676698	18000000	[{"id": 18, "name": "Drama"}, {"id": 9648, "name": "Mystery"}, {"id": 53, "name": "Thriller"}]	2002-01-01	103	7	104
Metallica: Through the Never	7972967	18000000	[{"id": 10402, "name": "Music"}]	2013-09-25	93	6.7	83
The Informers	382174	18000000	[{"id": 18, "name": "Drama"}]	2008-11-05	98	4.4	60
Carlos	871279	18000000	[{"id": 80, "name": "Crime"}, {"id": 18, "name": "Drama"}, {"id": 53, "name": "Thriller"}, {"id": 36, "name": "History"}]	2010-05-19	338	6.7	50
I Come with the Rain	0	18000000	[{"id": 53, "name": "Thriller"}, {"id": 18, "name": "Drama"}]	2009-05-14	114	5.6	20
One Man's Hero	0	0	[{"id": 37, "name": "Western"}, {"id": 28, "name": "Action"}, {"id": 18, "name": "Drama"}, {"id": 36, "name": "History"}]	1999-08-02	121	9.3	2
Day of the Dead	34000000	3500000	[{"id": 27, "name": "Horror"}, {"id": 878, "name": "Science Fiction"}]	1985-07-19	96	6.9	270
I Am Wrath	0	18000000	[{"id": 28, "name": "Action"}, {"id": 80, "name": "Crime"}, {"id": 18, "name": "Drama"}, {"id": 53, "name": "Thriller"}]	2016-04-14	92	4.5	179
Renaissance	1831348	18000000	[{"id": 28, "name": "Action"}, {"id": 16, "name": "Animation"}, {"id": 878, "name": "Science Fiction"}]	2006-03-16	105	6.7	77
Red Sonja	6948633	17900000	[{"id": 12, "name": "Adventure"}, {"id": 14, "name": "Fantasy"}, {"id": 28, "name": "Action"}]	1985-04-09	89	5	206
Red Lights	13551174	14000000	[{"id": 53, "name": "Thriller"}]	2012-03-02	119	6	376
Superbad	121463226	20000000	[{"id": 35, "name": "Comedy"}]	2007-08-17	113	7	2100
Madea Goes to Jail	90508336	0	[{"id": 35, "name": "Comedy"}, {"id": 80, "name": "Crime"}, {"id": 18, "name": "Drama"}]	2009-02-16	103	6.4	52
Wolves	0	18000000	[{"id": 27, "name": "Horror"}, {"id": 28, "name": "Action"}]	2014-08-28	90	5.7	82
Step Up 2: The Streets	150816700	23000000	[{"id": 10402, "name": "Music"}, {"id": 18, "name": "Drama"}, {"id": 10749, "name": "Romance"}]	2008-02-14	98	6.5	640
Hoodwinked!	51053787	15000000	[{"id": 16, "name": "Animation"}, {"id": 35, "name": "Comedy"}, {"id": 10751, "name": "Family"}]	2005-12-16	80	5.9	479
Hotel Rwanda	38000000	17500000	[{"id": 18, "name": "Drama"}, {"id": 36, "name": "History"}, {"id": 10752, "name": "War"}]	2004-09-11	121	7.5	793
Hitman	99965753	24000000	[{"id": 28, "name": "Action"}, {"id": 80, "name": "Crime"}, {"id": 18, "name": "Drama"}, {"id": 53, "name": "Thriller"}]	2007-11-21	89	5.9	966
Black Nativity	7018189	17500000	[{"id": 18, "name": "Drama"}, {"id": 10402, "name": "Music"}]	2013-11-27	93	5.8	16
The Prince	266586800	18000000	[{"id": 53, "name": "Thriller"}, {"id": 28, "name": "Action"}]	2014-08-22	93	4.6	218
City of Ghosts	0	0	[{"id": 53, "name": "Thriller"}]	2002-01-01	116	5.4	18
The Others	0	0	[{"id": 27, "name": "Horror"}, {"id": 18, "name": "Drama"}, {"id": 9648, "name": "Mystery"}, {"id": 53, "name": "Thriller"}]	2001-08-02	101	7.4	1660
Aliens	183316455	18500000	[{"id": 27, "name": "Horror"}, {"id": 28, "name": "Action"}, {"id": 53, "name": "Thriller"}, {"id": 878, "name": "Science Fiction"}]	1986-07-18	137	7.7	3220
My Fair Lady	72070731	17000000	[{"id": 18, "name": "Drama"}, {"id": 10751, "name": "Family"}, {"id": 10402, "name": "Music"}, {"id": 10749, "name": "Romance"}]	1964-10-21	170	7.4	352
I Know What You Did Last Summer	125586134	17000000	[{"id": 27, "name": "Horror"}, {"id": 53, "name": "Thriller"}, {"id": 9648, "name": "Mystery"}]	1997-10-17	100	5.6	687
Let's Be Cops	136621271	17000000	[{"id": 35, "name": "Comedy"}]	2014-08-13	104	6.4	1219
Sideways	109502303	16000000	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}, {"id": 10749, "name": "Romance"}]	2004-10-22	126	6.9	478
Beerfest	19179969	17500000	[{"id": 35, "name": "Comedy"}]	2006-08-25	110	5.8	172
Halloween	70000000	300000	[{"id": 27, "name": "Horror"}, {"id": 53, "name": "Thriller"}]	1978-10-25	91	7.4	1035
Good Boy!	0	17000000	[{"id": 35, "name": "Comedy"}, {"id": 10751, "name": "Family"}, {"id": 878, "name": "Science Fiction"}]	2003-10-10	87	4.7	30
The Best Man Holiday	71625195	17000000	[{"id": 35, "name": "Comedy"}]	2013-11-15	123	6.7	110
Smokin' Aces	57103895	17000000	[{"id": 28, "name": "Action"}, {"id": 35, "name": "Comedy"}, {"id": 80, "name": "Crime"}, {"id": 53, "name": "Thriller"}]	2006-12-09	109	6.4	534
Saw: The Final Chapter	136150434	20000000	[{"id": 27, "name": "Horror"}, {"id": 80, "name": "Crime"}]	2010-10-21	90	5.8	730
40 Days and 40 Nights	0	17000000	[{"id": 35, "name": "Comedy"}, {"id": 10749, "name": "Romance"}]	2002-03-01	94	5.2	297
A Night at the Roxbury	30331165	17000000	[{"id": 35, "name": "Comedy"}]	1998-10-01	81	5.9	198
Beastly	43165571	17000000	[{"id": 18, "name": "Drama"}, {"id": 14, "name": "Fantasy"}, {"id": 10749, "name": "Romance"}]	2011-01-21	86	6	849
The Hills Have Eyes	69623713	15000000	[{"id": 27, "name": "Horror"}, {"id": 53, "name": "Thriller"}]	2006-03-10	107	6.1	705
Dickie Roberts: Former Child Star	0	0	[{"id": 35, "name": "Comedy"}]	2003-09-05	98	5.1	64
McFarland, USA	45710059	0	[{"id": 18, "name": "Drama"}]	2015-02-20	128	7.4	213
Lottery Ticket	0	0	[{"id": 35, "name": "Comedy"}]	2010-08-20	99	5.6	54
ATL	21170563	20000000	[{"id": 18, "name": "Drama"}]	2006-03-31	105	6	32
Pitch Perfect	115350426	17000000	[{"id": 35, "name": "Comedy"}, {"id": 10402, "name": "Music"}, {"id": 10749, "name": "Romance"}]	2012-09-28	112	7.3	2247
Summer Catch	19693891	34000000	[{"id": 18, "name": "Drama"}, {"id": 35, "name": "Comedy"}, {"id": 10749, "name": "Romance"}]	2001-08-22	108	4.8	63
A Simple Plan	0	0	[{"id": 18, "name": "Drama"}, {"id": 80, "name": "Crime"}, {"id": 53, "name": "Thriller"}]	1998-12-11	121	6.9	187
They	0	17000000	[{"id": 27, "name": "Horror"}, {"id": 53, "name": "Thriller"}]	2002-11-01	89	4.6	74
Larry the Cable Guy: Health Inspector	0	0	[{"id": 35, "name": "Comedy"}]	2006-03-24	89	3.3	17
The Adventures of Elmo in Grouchland	0	0	[{"id": 10751, "name": "Family"}]	1999-10-01	73	6.3	14
Brooklyn's Finest	29536299	17000000	[{"id": 80, "name": "Crime"}, {"id": 18, "name": "Drama"}, {"id": 53, "name": "Thriller"}]	2009-01-16	133	6.2	293
55 Days at Peking	10000000	17000000	[{"id": 28, "name": "Action"}, {"id": 18, "name": "Drama"}, {"id": 36, "name": "History"}]	1963-05-06	154	6.3	36
Evil Dead	97542952	17000000	[{"id": 27, "name": "Horror"}]	2013-04-05	91	6.4	1723
My Life in Ruins	20455276	17000000	[{"id": 35, "name": "Comedy"}, {"id": 10749, "name": "Romance"}]	2009-02-06	95	5.6	101
American Dreamz	7314027	17000000	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}, {"id": 10751, "name": "Family"}]	2006-03-04	107	4.9	95
Superman IV: The Quest for Peace	19300000	17000000	[{"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 878, "name": "Science Fiction"}]	1987-07-23	90	4.1	318
How She Move	0	0	[{"id": 18, "name": "Drama"}]	2008-01-25	94	3	6
Running Scared	9500000	17000000	[{"id": 28, "name": "Action"}, {"id": 80, "name": "Crime"}, {"id": 18, "name": "Drama"}, {"id": 53, "name": "Thriller"}]	2006-01-06	122	7	331
Bobby Jones: Stroke of Genius	0	0	[{"id": 18, "name": "Drama"}]	2004-04-30	120	5.5	19
Shanghai Surprise	0	17000000	[{"id": 12, "name": "Adventure"}]	1986-08-29	97	2.9	15
The Illusionist	86915017	40000000	[{"id": 14, "name": "Fantasy"}, {"id": 18, "name": "Drama"}, {"id": 53, "name": "Thriller"}, {"id": 10749, "name": "Romance"}]	2006-08-18	110	7.1	1615
Roar	2000000	17000000	[{"id": 12, "name": "Adventure"}, {"id": 53, "name": "Thriller"}]	1981-11-12	102	5.6	19
Veronica Guerin	1569918	17000000	[{"id": 18, "name": "Drama"}, {"id": 80, "name": "Crime"}, {"id": 53, "name": "Thriller"}]	2003-07-11	98	6.8	59
Escobar: Paradise Lost	3758328	17000000	[{"id": 53, "name": "Thriller"}, {"id": 10749, "name": "Romance"}]	2014-10-11	120	6.1	271
Southland Tales	374743	17000000	[{"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}, {"id": 878, "name": "Science Fiction"}, {"id": 53, "name": "Thriller"}]	2006-05-15	144	5.2	153
Dragon Hunters	0	15000000	[{"id": 16, "name": "Animation"}, {"id": 10751, "name": "Family"}]	2008-03-19	80	6.5	129
Damnation Alley	8720000	17000000	[{"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 878, "name": "Science Fiction"}]	1977-09-10	91	5	27
The Apparition	9627492	17000000	[{"id": 27, "name": "Horror"}, {"id": 53, "name": "Thriller"}]	2012-08-23	82	4.5	140
My Girl	0	16500000	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}, {"id": 10751, "name": "Family"}]	1991-11-27	102	7	428
Fur: An Imaginary Portrait of Diane Arbus	2281089	16800000	[{"id": 18, "name": "Drama"}, {"id": 9648, "name": "Mystery"}, {"id": 10749, "name": "Romance"}]	2006-08-30	122	5.8	73
Wall Street	43848069	15000000	[{"id": 80, "name": "Crime"}, {"id": 18, "name": "Drama"}]	1987-12-10	126	7	546
Sense and Sensibility	135000000	16500000	[{"id": 18, "name": "Drama"}, {"id": 10749, "name": "Romance"}]	1995-12-13	136	7.2	352
Becoming Jane	37311672	16500000	[{"id": 18, "name": "Drama"}, {"id": 10749, "name": "Romance"}]	2007-03-02	120	6.9	317
Sydney White	13620075	16500000	[{"id": 35, "name": "Comedy"}]	2007-09-21	108	6	236
House of Sand and Fog	16942795	16500000	[{"id": 18, "name": "Drama"}]	2003-12-19	126	7	199
Dead Poets Society	235860116	16400000	[{"id": 18, "name": "Drama"}]	1989-06-02	129	8.1	2705
Dumb and Dumber	247275374	16000000	[{"id": 35, "name": "Comedy"}]	1994-12-16	107	6.5	1859
When Harry Met Sally...	92823546	16000000	[{"id": 35, "name": "Comedy"}, {"id": 10749, "name": "Romance"}, {"id": 18, "name": "Drama"}]	1989-07-21	96	7.3	950
The Verdict	53977250	16000000	[{"id": 18, "name": "Drama"}]	1982-12-08	129	7.4	131
Road Trip	119754278	16000000	[{"id": 35, "name": "Comedy"}, {"id": 12, "name": "Adventure"}]	2000-05-19	93	5.9	542
Varsity Blues	0	0	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}, {"id": 10749, "name": "Romance"}]	1999-01-15	106	6	122
The Artist	133432856	15000000	[{"id": 18, "name": "Drama"}, {"id": 35, "name": "Comedy"}, {"id": 10749, "name": "Romance"}]	2011-05-15	100	7.3	1049
The Unborn	76514050	16000000	[{"id": 27, "name": "Horror"}, {"id": 53, "name": "Thriller"}, {"id": 9648, "name": "Mystery"}]	2009-01-09	87	4.8	365
Moonrise Kingdom	68263166	16000000	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}, {"id": 10749, "name": "Romance"}]	2012-05-16	94	7.6	1662
The Texas Chainsaw Massacre: The Beginning	0	16000000	[{"id": 27, "name": "Horror"}]	2006-10-06	91	5.9	402
The Young Messiah	6490401	18500000	[{"id": 18, "name": "Drama"}]	2016-03-10	120	6.4	30
The Master of Disguise	0	0	[{"id": 35, "name": "Comedy"}, {"id": 10751, "name": "Family"}]	2002-08-02	80	3.7	78
Pan's Labyrinth	83258226	19000000	[{"id": 14, "name": "Fantasy"}, {"id": 18, "name": "Drama"}, {"id": 10752, "name": "War"}]	2006-05-27	118	7.6	3041
See Spot Run	0	0	[{"id": 28, "name": "Action"}, {"id": 35, "name": "Comedy"}, {"id": 10751, "name": "Family"}]	2001-03-02	94	4.8	44
Baby Boy	29381649	16000000	[{"id": 80, "name": "Crime"}, {"id": 18, "name": "Drama"}, {"id": 10749, "name": "Romance"}]	2001-06-27	130	7.4	55
The Roommate	40492759	16000000	[{"id": 53, "name": "Thriller"}, {"id": 18, "name": "Drama"}, {"id": 27, "name": "Horror"}]	2011-02-04	91	5.3	224
Joe Dirt	30987695	17700000	[{"id": 9648, "name": "Mystery"}, {"id": 12, "name": "Adventure"}, {"id": 35, "name": "Comedy"}, {"id": 10749, "name": "Romance"}, {"id": 18, "name": "Drama"}]	2001-04-10	91	5.5	242
Double Impact	30102717	15000000	[{"id": 53, "name": "Thriller"}, {"id": 28, "name": "Action"}, {"id": 80, "name": "Crime"}, {"id": 18, "name": "Drama"}]	1991-08-10	110	5.3	215
Hot Fuzz	80573774	12000000	[{"id": 80, "name": "Crime"}, {"id": 28, "name": "Action"}, {"id": 35, "name": "Comedy"}]	2007-02-14	121	7.4	2199
The Women	50007546	16000000	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}, {"id": 10749, "name": "Romance"}]	2008-09-12	114	4.6	96
